video_id,comment_id,author,text,like_count,published_at
0msPCoU0GY8,UgwaOZ1XXEFdR7L28Bx4AaABAg,Amit Bhadana,Hit like and share for SSC SIR ♥️,17457,2023-10-28T08:07:37Z
d3O2cnQHItg,UgxRZeJ-gB6t1wfbuSx4AaABAg,Amit Bhadana,Comment karke bataye Episode 03 kaisa laga? ♥️,8302,2023-10-23T13:52:06Z
OKzvVmX7naI,UgxB6JWoDSBjWh7VZ154AaABAg,Amit Bhadana,&quot;Safalta ke Sau rishtedar hote hai aur Asafalta ke Sau Dushman&quot; 🥹,13488,2023-10-17T08:00:43Z
AlAJ3Ykst7E,UgzkXlnRdq08S36wTod4AaABAg,Amit Bhadana,&quot; Yeh time yaari ka nahi taiyyari ka hai&quot; ♥️💪🏽,27495,2023-10-12T08:01:39Z
BwBY_2w1Ygo,UgwDI6BioM9NYXjSaul4AaABAg,Amit Bhadana,&quot;Kar jaayenge ya ghar jaayenge&quot;<br>Kaisa laga aap sabhi ko trailer? ♥️,13809,2023-10-06T10:40:05Z
cE0ZbRKWK8c,UgyZEAub5T5gqZtsc3R4AaABAg,Factory of facts,Amit bhadana is not a name its a brand💪,616,2023-05-15T04:53:09Z
Mhkb8EbZaf0,UgwhGPXvXI2OqYQ19xl4AaABAg,Faisal Saifi,"<b>Following him since 2016</b> ❤, <b>and he is creating</b> ✊ <b>top-notch content</b> ✨ <b>and still he is down to earth</b> 🌎 <b>person</b> 😊<br><b>Love uh Amit brother</b> <b>Love you</b> ❤☺",467,2023-04-06T12:50:03Z
XS0ANHZQbOg,UgwVcQdUrPI4f34RpFB4AaABAg,Bapi Mani 💖,Finally The Old Amit Bhadana is Back 🔥🔥,7471,2023-03-01T14:06:35Z
8KxhPvDw97U,UgykimH7owc4QW_slIt4AaABAg,Rajan Ke Facts,Only Youtuber In India Who Makes Video On Reality ❤️ AMIT BHADANA 🔥,4404,2023-02-03T15:00:23Z
45n4vHs1hww,UgxGgC_rsZ4Mf25YkhN4AaABAg,Ayush Gupta,We want part 3 amit sir ❤😊🥹 you are great actor and writer 🌈 love you,42,2023-05-17T18:41:58Z
buEz4KPZnc4,UgxEMX9-N_BqQTXT3RN4AaABAg,Russianspy,bro really went Hæ æ æ æ,3,2023-11-06T15:34:40Z
Nu8Bs6FrlfQ,Ugyr0bQb29mQrRC_ZNp4AaABAg,CRAZY MONSTERS,That&#39;s cool 😂❤,1,2023-11-06T16:51:52Z
oY-L7nr_wGE,UgzQG3YkoMjBAx6AeAZ4AaABAg,ねこ館の執事【猫ログ】,Good button🎉<br>👇,12,2023-11-06T13:23:11Z
3OULhzBaoLg,UgwEnUGCZpr2eVmjgJx4AaABAg,M.suthan M.suthan,So funny 😁😁😂😂,2,2023-11-06T14:24:33Z
iH_5lcvdzZs,UgwP2JtDui22JfnwfVN4AaABAg,ねこ館の執事【猫ログ】,He needs a tv show！😊,4,2023-11-06T13:23:31Z
XB3mHAx65Us,Ugx0Dm3g4TyhdnGGTGd4AaABAg,CRAZY MONSTERS,That&#39;s incredible 😂❤,1,2023-11-06T16:54:35Z
fOufirKZEa8,UgzxtDiXapku93xOjbp4AaABAg,azizbekgamer uz,😂,5,2023-11-06T09:42:02Z
e0XVnm8zMK4,UgwSrv8JT_b5EbIQ7WB4AaABAg,SpartaPando11,😂😂supeee,1,2023-11-06T17:58:02Z
_QF0jgJS0wM,UgwwwuL046f01qFgo4R4AaABAg,Aadil raftaar vlogs,Kis Kis Ko lagta hai yah bhai pagal hai😂😂😂😂😂😂,2,2023-11-06T09:07:50Z
pu3AVOii_rk,UgyvErfMx3io4PGkNBt4AaABAg,Liliana Dobbs,この信じられないほど魅力的なビデオに感謝したいと思います!👀,2,2023-11-06T08:04:39Z
n62M2pd0-p8,UgwOgPfvtbMY2WG_Ild4AaABAg,Almog S G,"Gonna be honest, I feel like Pewds and Ken together are the most intense definitions of dads.",13358,2023-10-27T17:31:14Z
L0zminwWyxI,UgyMOTyj-HoC7GmBr1p4AaABAg,Roxy Fox,I never expected this channel to end up as something so wholesome. Now I’m older this is exactly what I love seeing. So calm and heartwarming.,3081,2023-10-13T00:40:01Z
CZy5pwKdMuo,UgxFtIxA1cRwbEYUMlp4AaABAg,ItsFrankyBoi,Bjorn is gonna be running around in the vlogs soon 😂,37977,2023-10-04T17:19:34Z
ZFAuSU_XaZI,UgzkCBT2oHP2YpHyLCp4AaABAg,fraola,Pewds holding his baby to tempt us into watching the ad is definitely working😭😭,9967,2023-09-30T17:31:08Z
sK37SolFV8I,UgwVR6l97-W4sI6iSJ54AaABAg,Beesechurger_73,Pewds calling us a baby while holding a baby is very gigachad.,9754,2023-09-22T17:11:29Z
_sPXXL9YXok,Ugx1k3Ugug_PzP_raEx4AaABAg,Vindooly,It&#39;s great to see you doing so well Felix! 😊,15590,2023-09-15T16:13:10Z
bsrKZCf_tMU,UgxZ9R9lY-qybATZvol4AaABAg,CinnamonToastKen,Dad jokes hit different now,24559,2023-09-10T21:34:30Z
XBjfAEM4CPA,Ugx8a4Y3tLwq-hfddWB4AaABAg,iGameApple,Youtube should give him the play button for the best dad of the year.,27038,2023-08-30T17:28:00Z
tKOlGCqDowQ,Ugz5Rl_wD93uhIBPXV94AaABAg,CinnamonToastKen,Good job dad,133487,2023-08-12T00:51:29Z
tLgmrUyfcd4,UgyBYtqKoGD4qbyGQAB4AaABAg,Vezypoo,"glad you&#39;re back, was hard without you",25555,2023-06-30T17:27:14Z
FoHvtTX0saE,UgzQo1i11LNu3ZTAoKR4AaABAg,Jose,Canta chido,0,2023-11-06T23:43:23Z
UKQpAaTXDjY,Ugxo40WZ-mQTYQRfF_p4AaABAg,Vanesa Grismao,Mmmm,0,2023-11-06T23:10:32Z
fWVLN07Yhjs,Ugx-aW7LcjskMFv1IZN4AaABAg,N0RMAL '-',MAL BADABUN MAL,0,2023-11-06T22:06:05Z
FVrGFgrJ3zQ,UgxLWGpLRNyMcb7tN2N4AaABAg,xroxi8x,Que interesante 😊😊😊😊😊,0,2023-11-06T21:34:24Z
6lw4Cbk1IzA,UgxsLuvZoozXcrfl_dN4AaABAg,Noora AL-Hasani,Dear Blackpink be happy and do whatever you want please dont affect by what the hater say we as a blinks are here for you forever ❤❤❤,10618,2023-10-20T09:01:08Z
Yl_rmlS4u9s,Ugy71-ztPK7hwg-y8e14AaABAg,miguel 10k challenge with 0 video,Lisa - best dancer<br>Jennie - best rapper<br>Jisoo - best look<br>Rosé - best singer<br>The perfect group exists!!!,1680,2023-10-13T11:43:00Z
q9lQG1shW6o,UgwB_bzLgyF7gfkSD0J4AaABAg,BLACKPINK,"JENNIE - ‘You &amp; Me’ DANCE PERFORMANCE VIDEO<br><a href=""https://youtu.be/eQNHDV7lKgE"">https://youtu.be/eQNHDV7lKgE</a>",2450,2023-10-13T09:02:27Z
OCxrWKk-Jbw,Ugxf4nv57YMtVgTswoR4AaABAg,rani...♡,You are so beautiful JENNIE!,5358,2023-10-11T05:52:45Z
ZgLlabyz7oY,Ugy9pd_ja0h2sbinWyd4AaABAg,BLACKPINK,"JENNIE - ‘You &amp; Me’ DANCE PERFORMANCE VIDEO<br><a href=""https://youtu.be/eQNHDV7lKgE"">https://youtu.be/eQNHDV7lKgE</a>",18830,2023-10-11T04:03:27Z
fLfPgF92c-g,Ugzk8tfYAjFgTCP25-B4AaABAg,Jenxdukie,The transitions in each outfit is just honestly so pretty,16995,2023-10-08T04:12:20Z
ZSc-zcWl2g8,UgzmzvaHM23MUzUgrSV4AaABAg,BLACKPINK,"JENNIE - ‘You &amp; Me’ DANCE PERFORMANCE VIDEO<br><a href=""https://youtu.be/eQNHDV7lKgE"">https://youtu.be/eQNHDV7lKgE</a>",8630,2023-10-08T04:01:17Z
jFJzCODStOQ,Ugz3Pwx-ceR8N4dByeB4AaABAg,Aysha Irfan,This vid is a work of art,6787,2023-10-07T04:02:50Z
TIbItS4-4bQ,UgxXvDxGtq4DRIacbCV4AaABAg,Blinks💗,"<b>4 rappers, 4 dancers, 4 vocalists, 4 visualist, and 4 queen. BLACKPINK NEVER DISAPPOINTED.!!!🖤💗</b>",60,2023-10-06T16:49:34Z
CpbJO2Z6DA4,UgxXEC-qomjG9YV1-Z54AaABAg,BLACKPINK,"JENNIE - ‘You &amp; Me’ DANCE PERFORMANCE VIDEO<br><a href=""https://youtu.be/eQNHDV7lKgE"">https://youtu.be/eQNHDV7lKgE</a>",8403,2023-10-06T07:03:26Z
mwKJfNYwvm8,UgzD5_2-lgF6K4yuvex4AaABAg,MrBeast,"Visit <a href=""https://www.beastphilanthropy.org/campaign/mrbeast-100-wells"">https://www.beastphilanthropy.org/campaign/mrbeast-100-wells</a> to donate and help us build more wells!",79942,2023-11-04T15:59:31Z
l9_8_pDTmis,UgxGHnTM6bONyakeeot4AaABAg,Orange Water,"Dude didn’t even care about the money, he just wanted that turkey leg. 😂",64878,2023-11-02T17:23:02Z
n7x4Jj9pdH8,UgxPPhR6PpMoBWQJAMJ4AaABAg,Fulcrum,Jimmy just flat out ignored the dude 😭😭,41093,2023-10-31T19:30:59Z
QjvpjXdgugA,UgzJ-O5rjnYoKFLQuLh4AaABAg,MrBeast,"Before anyone asks, I blew them up when they touched a laser because it was cooler then them just walking off set. No one died in this filming haha",231749,2023-10-28T16:04:14Z
jGAJCAuV3pQ,UgytYR3XgK7xJSrqMCp4AaABAg,Gunga_bungo,Nolan is unhinged.,52254,2023-10-19T17:07:39Z
c0v8OPItCOg,UgziCjogJHwUJmEZA3F4AaABAg,Sawyer Ryker,The instant recoil Jimmy had when the toilet opened on its own was hilarious 😂,31317,2023-10-17T17:37:32Z
3ryID_SwU5E,UgzNL6x5pAPFHEnc7lR4AaABAg,MrBeast,Make sure you/your parents give away Feastables on Halloween!,102827,2023-10-14T16:32:44Z
IemzxkkzI5s,UgzpzGZBXxP8djghsfB4AaABAg,Helena Bang-Löwgren,Imagine being the Pizza Hut delivery guy and see this😭😭😭,124891,2023-10-12T20:43:07Z
3OFj6l2tQ9s,UgzfJjjj4IS2da-5RiV4AaABAg,MrBeast,Subscribe so we can hit 200M!,263134,2023-10-07T15:59:39Z
bvlFjrcpD6s,Ugyzetth3J8UcqOLi9x4AaABAg,MrBeast,SUBSCRIBE!,234205,2023-10-05T17:00:18Z
fTUre_Sl20A,UgzCzU_M8h_q69biX-p4AaABAg,Esttik,"Me encantó juntar nuestras salchichas para hacer tremendo hot dog, ya estoy deseando comerme unos 35 ❤",6185,2023-11-03T19:15:50Z
Zh6kAWTGQ0s,UgxK3Wg78wHWKs5B_h94AaABAg,Gigii22,El perro rastafari ganó sin dudas jajajaja🤣❤️,267,2023-11-01T20:41:32Z
WIOOLzXpdRw,Ugy-eOL72D_CZCbsa7R4AaABAg,Alejandro Ortiz,"Ver un vídeo de Luisito mientras almuerzas, épico nunca pasa de moda.",346,2023-11-01T17:58:19Z
u_7nNWRg8L8,UgxibqYECbLFcQrfrGR4AaABAg,Dragon Superior,Genial 🥩🔥,181,2023-10-26T18:44:20Z
1zOJv-JuXuQ,UgxwzOd6_hmOF-8ZHS14AaABAg,Jairob12,"Los dueños de ese hotel deberían aprovechar y convertir el hotel en uno con temática de terror, total no deben cambiarle mucho XD.",3447,2023-10-23T23:03:29Z
cdEjMstxXpk,Ugw_7PQoomay_hG5wFN4AaABAg,Job Othoniel,"✔La Sphere en las Vegas es realmente impresionante, vale la pena la visita y disfrutar el Postcard From Earth, casi en cualquier lugar se ve increible!!!",59,2023-10-23T17:52:56Z
Wa7zKL2abFc,Ugw_s9m7w64CMYQNwL14AaABAg,Carlos Giron,"Luisito comunica es el único ser humano que ha logrado que veamos un comercial de 11 minutos y que lo tomemos como diversión, grande Luisito 👌",9341,2023-10-17T18:01:15Z
PAjZE9CdSnY,UgzyEdlETdwI-m_bTE54AaABAg,rochbacru,"Hola Luisillo, hace un tiempo viajé a Cancún y cuando aterrizamos todos se pararon de sus asientos tal como lo describes en tu video, pero una azafata tomó el micrófino y con voz fuerte y decidida dijo: &quot;TODOS SE SIENTAN HASTA QUE LES AVISEMOS&quot; y fue tan potente la orden que dió que todos se sentaron de inmediato... fue genial.",2963,2023-10-17T12:33:20Z
wUuS1JCZGHs,UgzfkWl77Mxf0SnCqEt4AaABAg,alvaro fndz,"soy el único que le ha impactado la forma tan genial de hablar que tiene el cocinero, tiene voz de doblaje",3364,2023-10-12T19:03:55Z
ow1wdsm64Jk,Ugwg21EQrSFjOahcIOZ4AaABAg,Sergio Morcillo,"El problema no es cuando esa gente se va a vivir a un pueblo abandonado, sí no cuando esa gente usurpa la propiedad privada de otra persona.",2728,2023-10-09T18:59:03Z
